,img_id,img_path,num_user,mean,median,var,vote1,vote2,vote3,vote4,vote5
476,472,PILOT/GSV_PILOT_481_4.jpg,5,2.4,2,1.04,1,2,1,1,0
477,473,PILOT/GSV_PILOT_484_1.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
478,474,PILOT/GSV_PILOT_484_2.jpg,5,2.8,2,1.3599999999999999,0,3,1,0,1
479,475,PILOT/GSV_PILOT_484_3.jpg,5,2.4,2,1.04,1,2,1,1,0
480,476,PILOT/GSV_PILOT_484_4.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
481,477,PILOT/GSV_PILOT_485_1.jpg,5,2.2,2,1.3599999999999999,2,1,1,1,0
482,478,PILOT/GSV_PILOT_485_2.jpg,5,2.8,3,0.96,1,0,3,1,0
483,479,PILOT/GSV_PILOT_485_3.jpg,5,2.8,3,0.96,1,0,3,1,0
484,480,PILOT/GSV_PILOT_485_4.jpg,5,2.4,2,1.0400000000000003,1,2,1,1,0
485,481,PILOT/GSV_PILOT_492_1.jpg,5,3.0,3,0.4,0,1,3,1,0
486,482,PILOT/GSV_PILOT_492_2.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
487,483,PILOT/GSV_PILOT_492_3.jpg,5,2.6,3,1.04,1,1,2,1,0
488,484,PILOT/GSV_PILOT_492_4.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
489,485,PILOT/GSV_PILOT_496_1.jpg,5,2.4,2,0.24,0,3,2,0,0
490,486,PILOT/GSV_PILOT_496_2.jpg,5,3.2,3,0.96,0,1,3,0,1
491,487,PILOT/GSV_PILOT_496_3.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
492,488,PILOT/GSV_PILOT_496_4.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
493,489,PILOT/GSV_PILOT_497_1.jpg,5,3.4,4,0.64,0,1,1,3,0
494,490,PILOT/GSV_PILOT_497_2.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
495,491,PILOT/GSV_PILOT_497_3.jpg,5,3.2,4,0.96,0,2,0,3,0
496,492,PILOT/GSV_PILOT_497_4.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
497,493,PILOT/GSV_PILOT_499_1.jpg,5,3.0,3,0.8,0,2,1,2,0
498,494,PILOT/GSV_PILOT_499_2.jpg,5,2.6,2,0.64,0,3,1,1,0
499,495,PILOT/GSV_PILOT_499_3.jpg,5,2.0,2,0.0,0,5,0,0,0
500,496,PILOT/GSV_PILOT_499_4.jpg,5,1.4,1,0.24,3,2,0,0,0
501,497,PILOT/GSV_PILOT_500_1.jpg,5,3.0,3,1.2,0,2,2,0,1
502,498,PILOT/GSV_PILOT_500_2.jpg,5,3.4,4,0.64,0,1,1,3,0
503,499,PILOT/GSV_PILOT_500_3.jpg,5,3.4,4,0.64,0,1,1,3,0
504,500,PILOT/GSV_PILOT_500_4.jpg,5,3.4,4,0.64,0,1,1,3,0
505,501,PILOT/GSV_PILOT_503_1.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
